Elektivnyje_discipliny_po_fizicheskoj_kuljture_ji_sportu
Načertateljnaja_geometrija,_jinzhenernaja_ji_kompjuternaja_grafika
Rabota_v_komande
Osnovy_programmirovanija
inostrannyj_jazyk
Osnovy_predprinimateljskoj_dejateljnosti
Operacionnye_sistemy
integraly_ji_differencialjnye_uravnenija
informacionnye_tehnologiji
